level,age,gender,marital_status,faculty,department,skill,preparation_before,preparation_after,quality_before,quality_after,confidence_before,confidence_after,cgpa_before,cgpa_after,employment,quit_job,cgpa_change
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.9828458554715778,4.042268423295382,No,No,0.05942256782380406
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.033338092204888,3.485053248259183,No,No,-0.5482848439457046
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.6435653292047014,3.2802512396861654,Yes,No,-0.36331408951853605
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,4.117314147405008,4.771891843321066,No,No,0.6545776959160587
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.8389067251161664,4.0307849150358654,No,No,0.19187818991969907
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.6594272723181143,3.9039666561663293,Yes,No,0.24453938384821505
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.6919559858113216,4.264519135632325,No,No,0.5725631498210033
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.8607159993813034,3.722308338199292,No,No,-0.1384076611820113
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.9730855775801754,3.772443231553567,Yes,Yes,-0.20064234602660846
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,4.0430689001203675,3.3561684954291553,Yes,Yes,-0.6869004046912122
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,4.033989355256676,3.600065389296962,No,,-0.4339239659597136
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,4.170799874094267,3.2718479882713623,No,,-0.8989518858229046
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.94600580382812,3.395748439391956,Yes,No,-0.5502573644361641
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.658891451052607,3.7370436665469455,Yes,No,0.0781522154943386
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.971357480683083,3.7998150968447755,No,No,-0.17154238383830744
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.077678413237403,3.177724022709169,No,No,-0.8999543905282339
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.447827301035197,3.5978587025984403,Yes,No,-0.8499685984367567
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.8585805691575046,3.2722953419703265,No,No,-0.5862852271871781
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.9886059810132695,3.315989953141299,No,No,-0.6726160278719706
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.856206424525389,3.389259285496875,Yes,No,-0.4669471390285138
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.860017101586689,3.9667269099357334,No,No,0.10670980834904453
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.6447716952042057,2.7713062969702595,No,No,-0.8734653982339462
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.7375242614312656,3.6802875835351774,Yes,Yes,-0.05723667789608822
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,4.171151663113844,3.6145136360458476,Yes,Yes,-0.5566380270679963
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.8180854857679796,3.20789151018505,No,,-0.6101939755829298
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.4843003444068064,3.6354690041627804,No,,0.15116865975597404
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.123037377586024,3.8058439816449745,Yes,No,-0.31719339594104934
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.9900471516835934,3.3646420061780407,Yes,No,-0.6254051455055527
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.8412097380594243,3.4440672474750595,No,No,-0.3971424905843648
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.7118032644763232,3.7874723675111412,No,No,0.075669103034818
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.1375064648708895,3.5255032285181285,Yes,No,-0.612003236352761
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.899685663822852,3.2327906326355027,No,No,-0.6668950311873494
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.282521771182661,3.815137387138204,No,No,-0.4673843840444567
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.26782513514983,3.1747400884656383,Yes,No,-1.093085046684192
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.324200782193196,3.5688330755152715,No,No,-0.7553677066779243
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.7550726724347347,3.278001315011138,No,No,-0.47707135742359696
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.140780265870678,3.3070077666561595,Yes,Yes,-0.8337724992145183
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.7461642721334707,3.68636322549847,Yes,Yes,-0.05980104663500052
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,4.197539967683032,3.8719006728180316,No,,-0.32563929486500065
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,4.1913674393180305,3.516150046895586,No,,-0.6752173924224443
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.303031295158633,3.2542206001595604,Yes,No,-1.048810694999073
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.01128958289641,4.403919210783387,Yes,No,0.3926296278869774
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.8341082778918736,2.8183632330053503,No,No,-1.0157450448865233
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.086451705584761,4.463954791026146,No,No,0.37750308544138544
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.8748331142577643,3.2365868238955375,Yes,No,-0.6382462903622268
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.8645238527267582,3.8790547532490547,No,No,0.014530900522296442
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.8527608964288715,3.9684023254483027,No,No,0.1156414290194312
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.540285799441393,3.382255449094318,Yes,No,-0.15803035034707502
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.057950759520224,3.713791803081317,No,No,-0.34415895643890737
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.4273478711698178,3.4878791241420766,No,No,0.06053125297225881
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.285842869253961,3.917971195786304,Yes,Yes,-0.3678716734676568
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.841959045464659,3.3645631081580705,Yes,Yes,-0.47739593730658836
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.6955603579949328,3.4692336625696307,No,,-0.22632669542530204
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.8836446996803713,4.1514766466890665,No,,0.26783194700869517
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.115772927986989,3.502917653287704,Yes,No,-0.6128552746992852
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.0044557682749495,3.788329988111432,Yes,No,-0.2161257801635177
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.237978777720712,3.7702998354088484,No,No,0.5323210576881365
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.5666704589803455,3.6321608189657364,No,No,0.06549035998539088
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.6000168370415975,3.273534085857421,Yes,No,-0.3264827511841766
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.965260478145873,3.7309601915074726,No,No,-0.2343002866384003
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.9569793276844667,2.9863390025948844,No,No,-0.9706403250895823
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.9002453065717235,3.94672612983056,Yes,No,0.04648082325883651
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.46984721941977,3.946584193934888,No,No,-0.5232630254848822
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.9560291346416823,3.6503990160854904,No,No,-0.3056301185561918
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.085199559394808,3.8588945679900917,Yes,Yes,-0.22630499140471638
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.7639633731255113,3.443606648515611,Yes,Yes,-0.3203567246099004
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,4.1994771985864965,3.559378572286456,No,,-0.6400986263000403
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.9260423840457883,3.1249167522086845,No,,-0.8011256318371038
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.174963890433521,3.862259867610651,Yes,No,-0.31270402282286947
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.655821425841625,3.976941838026694,Yes,No,0.3211204121850688
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.7502737673580033,3.516308906702564,No,No,-0.2339648606554392
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.9530668888260565,3.6678571364770045,No,No,-0.285209752349052
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.6928340664221038,3.9426054141181113,Yes,No,0.2497713476960075
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.6022767892582155,3.747672561554283,No,No,0.1453957722960677
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.440578030767944,4.117150946123312,No,No,-0.3234270846446323
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.076870099651351,3.2338270298559655,Yes,No,-0.8430430697953852
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.613476622478198,3.38703328633547,No,No,-0.2264433361427276
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.701239767171745,3.7550453250127434,No,No,0.053805557840998386
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.9989253965965235,3.5166676149893745,Yes,Yes,-0.48225778160714894
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.7844736940493755,3.8388561440473916,Yes,Yes,0.054382449998016114
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,4.0305507207737685,3.891373586441784,No,,-0.1391771343319843
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,4.10017002698215,3.7060093090534965,No,,-0.3941607179286537
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.43839179160825,3.0792853134892395,Yes,No,-0.3591064781190103
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.3797250027299617,3.384395627224286,Yes,No,0.004670624494324205
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.9439507498315947,3.2212049493120705,No,No,-0.7227458005195242
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.9092287096882976,3.1756607900703036,No,No,-0.7335679196179941
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.7196472715834186,3.7955309338179517,Yes,No,0.07588366223453313
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.677319499925738,3.6872286627731894,No,No,0.00990916284745147
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.7994537252289904,3.960501833191658,No,No,0.16104810796266777
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.3727370958292484,3.6087846988636127,Yes,No,0.23604760303436434
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.227951219657869,4.227831041048292,No,No,-0.00012017860957680426
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.975325705076547,3.798848107418558,No,No,-0.1764775976579891
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.0102416918709896,3.7919686580159544,Yes,Yes,-0.21827303385503516
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.6748694748015738,4.120690133092311,Yes,Yes,0.44582065829073736
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,4.256157353215474,3.1847507003053908,No,,-1.071406652910083
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.756441489810099,3.6318200830671747,No,,-0.1246214067429241
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.9848930000359717,4.01848706056036,Yes,No,0.03359406052438807
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.7616674086442163,3.781057566546997,Yes,No,0.019390157902780647
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.1003837037860515,4.061729944532292,No,No,-0.03865375925375947
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.467621778538179,3.4585878919662374,No,No,-1.0090338865719417
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.5554455060644696,3.0652785842117454,Yes,No,-0.49016692185272426
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.7687896465521313,4.011805903695863,No,No,0.24301625714373154
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.1396258192983897,4.042920247907803,No,No,0.9032944286094136
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.072551513850125,4.153946808406774,Yes,No,0.08139529455664896
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.9584891520067207,3.5226608915973308,No,No,-0.43582826040938993
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.4674736195431666,3.643898183991829,No,No,0.1764245644486624
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.7687825868322715,4.174562295875519,Yes,Yes,0.4057797090432471
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.8811496971007,3.3120469827499015,Yes,Yes,-0.5691027143507985
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,4.131118958416523,4.046643555716879,No,,-0.08447540269964371
