Timestamp,Are you a student of the University of Lagos?,"If not, what is your university/institution?",What is your current academic level?,How old are you?,What is your gender?,What was your relationship status during the strike?,What is your faculty?,What is your department?,"Kindly input your department, if not listed in the previous question. ",How has the ASUU strike affected you and your academic performance?,What was the most challenging part of returning to academic life after the strike?,Did you undertake any work during the strike?,How did you develop yourself during the strike?,How prepared were you for the exams? [Before Strike],How prepared were you for the exams? [After Strike],How were your lectures affected by the strike?,How often did you engage in academic activities during the strike?,How many courses did you take in the affected semester? ,How many credit units did your courses add up to in the affected semester?,What was your CGPA before the strike?,What was your CGPA after the strike?
17/05/2023 12:03:27,Yes,,100 Level,20,Male,Single,Management Science,Actuarial Science & Insurance,,"It's fokin' delaying my education, like how can one be a fresher for 3yrs 😭, I'd also say it helped me a little too, I had time to get myself back on track... before strike, it remained small, I for don break down, cus the stress was killing, and you know as a fresher, it's not what you were expecting, yes you already know uni is stress, but then you come and then you see a lecturer giving you back to back assignments and telling you to submit it in two weeks time, like how!, plus test(s), definitely not what I was expecting it to be, after the strike, I knew I was ready for whatever they had in store.","Most challenging part was how I'd cope, start reading again and all that, I had to start all over.",Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Poorly,Very,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,19,0,4.27
17/05/2023 12:50:16,Yes,,200 Level,25,Female,Single,Management Science,Accounting,,"The ASUU strike has greatly contributed to demotivating my academic interest in THIS school. The strike has affected the motivation of lecturers in my department (this is clearly seen in the manner they do their jobs). There is this laissez-faire attitude to imparting knowledge to students, and this in turn has been discouraging and disorganizing for me. The education system in public schools is broken, and the strikes further exacerbate this.","The disorientation in the sense that the management especially of accounting department do not ensure that students' academic needs are catered for. Timetables are scattered, learning facilities are not being properly taken care of, lecturers cancel classes at will, materials are not regularly released on time, even the syllabus for certain courses are not communicated to students until towards exam depriving them of the opportunity to read ahead. I have come to realize that the academic atmosphere in this school especially in the Accounting department is very discouraging.",Worked in a role unrelated to my studies,"Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Moderately,Moderately,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",7,14,3.7,2.9
17/05/2023 15:01:43,Yes,,200 Level,20,Female,Single,Management Science,Industrial Relations & Personnel Management,,,,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Moderately,Moderately,Fewer lecturers attended classes,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",6,22,4.03,4.33
17/05/2023 15:12:40,Yes,,200 Level,30,Male,Single,Management Science,Accounting,,"It has really affect my service year,enlogated my year in school,adjusted tuition fees and many more","It affected my grades,but all thanks to God.",Worked in a role relevant to my studies,Acquired skills relevant to course of study,Moderately,Moderately,Fewer lecturers attended classes,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",7,18,4.56,4.56
18/05/2023 08:43:29,Yes,,300 Level,21,Male,Single,Sciences,Physics,,Business dey go,Reading ,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Poorly,Moderately,No noticeable change,Never: I did not engage in any academic activities during the strike.,8,22,3.69,3.47
18/05/2023 15:21:04,Yes,,100 Level,20,Female,Single,Basic Medical Sciences,Medical Laboratory Science,,,,Worked in a role relevant to my studies,Volunteered for an event or organization,Poorly,Moderately,No noticeable change,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",8,5,0,4
22/05/2023 12:44:06,Yes,,400 Level,22,Male,Single,Engineering,Systems Engineering,,,,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Poorly,Fewer lecturers attended classes,Never: I did not engage in any academic activities during the strike.,10,23,3.2,3.07
04/08/2023 11:14:33,Yes,,400 Level,24,Male,Single,Arts,History & Strategic Studies,,,,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Moderately,Moderately,No noticeable change,Rarely: I engaged in academic activities once or twice during the strike.,9,18,3.98,4.18
04/08/2023 11:15:55,Yes,,400 Level,23,Male,Single,Arts,History & Strategic Studies,,Lost interest in academics ,Readjusting my brain to accommodate school work. ,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Moderately,Poorly,No noticeable change,Never: I did not engage in any academic activities during the strike.,8,16,2.96,2.45
04/08/2023 11:18:13,Yes,,400 Level,27,Male,Single,Arts,History & Strategic Studies,,"Badly, found  it hard to concentrate after resumption as I hard put my mind and body into the job I had during the strike.
Also, it has destabilize my life plan. I have to spend longer years in school ",Facing the academic life knowing fully well that there might be another strike ,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Very,Moderately,Fewer lecturers attended classes,Never: I did not engage in any academic activities during the strike.,9,18,3,3.2
04/08/2023 11:32:27,Yes,,400 Level,22,Female,Single,Arts,History & Strategic Studies,,,,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Poorly,Very,Worse lectures after the strike,Never: I did not engage in any academic activities during the strike.,8,16,4.11,3.97
04/08/2023 11:39:09,Yes,,400 Level,21,Female,Single,Social Sciences,Political Science,,Yes,,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Poorly,Very,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,18,4.01,3.88
04/08/2023 11:41:31,Yes,,400 Level,21,Male,Single,Arts,History & Strategic Studies,,"I used to be at first class before the strike,  the strike took away my momentum and drive.  Now I am just floating at Second class upper in a course that is not very hard. ","Motivation. Before the strike I wanted to put in my very best,  post strike I just want to graduate and be done with it.  It also caused a lot of anxiety about the future and imbued me with a sense of hopelessness",Worked in a role unrelated to my studies,Volunteered for an event or organization,Very,Poorly,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,8,16,4.5,4.13
04/08/2023 11:41:43,Yes,,400 Level,23,Female,Single,Arts,History & Strategic Studies,,"The strike made me more laid back and relaxed on academics. I’m less interested and I could care less what happens, academically. ",Zero challenges cos I don’t care anymore ,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Very,Moderately,Fewer lecturers attended classes,Never: I did not engage in any academic activities during the strike.,9,9,4.5,4
04/08/2023 11:49:27,Yes,,400 Level,24,Female,Single,Arts,History & Strategic Studies,,It took a lot to get back into the speed of things. I didn't do so well in the immediate semester ,Conditioning my mind to start studying again after months of being  idle on the educational front.,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Poorly,Moderately,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",9,18,3.94,3.83
04/08/2023 11:50:16,Yes,,400 Level,22,Female,Dating,Social Sciences,Political Science,,,,Did not work during the strike,"Volunteered for an event or organization, Vocational training and artisanship",Moderately,Poorly,No noticeable change,Never: I did not engage in any academic activities during the strike.,7,,3.4,3
04/08/2023 13:10:05,Yes,,100 Level,19,Female,Dating,Arts,History & Strategic Studies,,"Well, the zeal to study hard was no longer there ",Things got rushed ,Did not work during the strike,None of the above,Very,Moderately,No noticeable change,Rarely: I engaged in academic activities once or twice during the strike.,9,,0,0
04/08/2023 13:29:04,Yes,,400 Level,21,Female,Single,Arts,History & Strategic Studies,,Making my 4 year course study turn 6 years.,"Returning to find out I haven't even finished a session or that exams was near. Besides, with the strike, I focused on work and most times nurtured the feeling that I was done with school ",Worked in a role unrelated to my studies,"Volunteered for an event or organization, Acquired skills relevant to course of study, Acquired skills unrelated to course of study, Vocational training and artisanship",Moderately,Very,No noticeable change,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",9,18,3,3.5
04/08/2023 13:52:22,Yes,,300 Level,24,Male,Single,Arts,History & Strategic Studies,,Delay,,Worked in a role unrelated to my studies,Vocational training and artisanship,Very,Poorly,Worse lectures after the strike,Never: I did not engage in any academic activities during the strike.,2,5,4.2,3.7
04/08/2023 14:05:13,Yes,,400 Level,22,Male,Single,Arts,History & Strategic Studies,,,,Did not work during the strike,Acquired skills relevant to course of study,Poorly,Moderately,Fewer lecturers attended classes,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",9,18,3.8,3.8
04/08/2023 14:59:37,Yes,,400 Level,21,Male,Single,Arts,Creative Arts,,It has made me lose focus.,It was had to recover and be reintegrated into academics.,Worked in a role relevant to my studies,Acquired skills relevant to course of study,Very,Moderately,Fewer lecturers attended classes,Never: I did not engage in any academic activities during the strike.,9,18,4.1,3.9
18/08/2023 21:24:10,Yes,,500 Level,22,Female,Single,Law,Law,,I've given up on academic excellence ,The reading to pass part ,Did not work during the strike,None of the above,Poorly,Poorly,No noticeable change,Never: I did not engage in any academic activities during the strike.,6,24,4,3
18/08/2023 21:26:57,Yes,-,500 Level,23,Male,Single,Engineering,Systems Engineering,,,,Worked in a role unrelated to my studies,"Volunteered for an event or organization, Acquired skills unrelated to course of study",Poorly,Moderately,Fewer lecturers attended classes,Never: I did not engage in any academic activities during the strike.,10,24,3.3,3
