school,level,age,gender,relationship,faculty,department,strike_effect,challenge,work,skills,prep_before,prep_after,lecture,academic_act,courses_taken,course_unit,cgpa_before,cgpa_after,cgpa_change
university of lagos,200 Level,25,Female,Single,Management Sciences,Accounting,Negatively ,The results for first semester were poor.. I really had hard time navigate the entire semester,Did not work during the strike,Acquired skills unrelated to course of study,Poorly,Moderately,Fewer lecturers attended classes,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",9,20,0.0,4.0,4.0
university of lagos,200 Level,20,Female,Dating,Management Sciences,Accounting,,,Worked in a role unrelated to my studies,None of the above,Poorly,Very,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,9,20,0.0,3.3,3.3
university of lagos,200 Level,24,Male,Dating,Management Sciences,Accounting,,,Worked in a role relevant to my studies,Vocational training and artisanship,Very,Moderately,No noticeable change,Rarely: I engaged in academic activities once or twice during the strike.,8,,4.25,4.17,-0.08000000000000007
university of lagos,200 Level,19,Male,Single,Management Sciences,Accounting,Better ,,Worked in a role relevant to my studies,Acquired skills relevant to course of study,Poorly,Very,Worse lectures after the strike,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",9,14,0.0,0.0,0.0
university of lagos,200 Level,25,Male,Single,Management Science,Business administration,Wasting time ,,Worked in a role relevant to my studies,None of the above,Moderately,Poorly,No noticeable change,Rarely: I engaged in academic activities once or twice during the strike.,10,5,0.0,4.89,4.89
university of lagos,200 Level,20,Male,Single,Management Sciences,Accounting,,,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Moderately,Fewer lecturers attended classes,Never: I did not engage in any academic activities during the strike.,9,20,4.8,4.6,-0.20000000000000018
university of lagos,300 Level,24,Male,Single,Social Sciences,Economics,Badly,Coping back to reading,Worked in a role relevant to my studies,Acquired skills relevant to course of study,Very,Moderately,Worse lectures after the strike,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",7,6,4.68,4.69,0.010000000000000675
university of lagos,200 Level,20,Female,Single,Management Sciences,Accounting,It dropped ,Reading ,Did not work during the strike,Vocational training and artisanship,Moderately,Poorly,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,6,16,4.405,4.431,0.0259999999999998
university of lagos,200 Level,23,Male,Dating,Management Science,Business administration,It has dropped but I'm building it back up,,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Moderately,Poorly,Fewer lecturers attended classes,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",9,21,2.87,2.81,-0.06000000000000005
university of lagos,200 Level,20,Female,Single,Management Sciences,Accounting,,,Worked in a role unrelated to my studies,"Vocational training and artisanship, None of the above",Poorly,Moderately,Fewer lecturers attended classes,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",6,,0.0,3.5,3.5
university of lagos,200 Level,24,Male,Single,Management Sciences,Accounting,Not good I must say because I lost the drive to study which is affecting me right now ,Studying and trying to pull the drive to get A ,Did not work during the strike,None of the above,Very,Poorly,Fewer lecturers attended classes,Never: I did not engage in any academic activities during the strike.,8,3,0.0,0.0,0.0
university of lagos,200 Level,19,Female,Single,Arts,English,,,Worked in a role unrelated to my studies,"Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Poorly,Moderately,Fewer lecturers attended classes,Never: I did not engage in any academic activities during the strike.,12,2,0.0,0.0,0.0
university of lagos,200 Level,20,Female,Single,Management Sciences,Accounting,,Trying to meet up,Did not work during the strike,Vocational training and artisanship,Poorly,Moderately,Fewer lecturers attended classes,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",9,,0.0,5.0,5.0
university of lagos,200 Level,21,Male,Single,Management Sciences,Accounting,,,Did not work during the strike,None of the above,Moderately,Moderately,Fewer lecturers attended classes,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",9,23,4.0,4.0,0.0
university of lagos,100 Level,20,Male,Single,Management Science,Actuarial science & insurance,"It's fokin' delaying my education, like how can one be a fresher for 3yrs 😭, I'd also say it helped me a little too, I had time to get myself back on track... before strike, it remained small, I for don break down, cus the stress was killing, and you know as a fresher, it's not what you were expecting, yes you already know uni is stress, but then you come and then you see a lecturer giving you back to back assignments and telling you to submit it in two weeks time, like how!, plus test(s), definitely not what I was expecting it to be, after the strike, I knew I was ready for whatever they had in store.","Most challenging part was how I'd cope, start reading again and all that, I had to start all over.",Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Poorly,Very,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,19,0.0,4.27,4.27
university of lagos,200 Level,25,Female,Single,Management Sciences,Accounting,"The ASUU strike has greatly contributed to demotivating my academic interest in THIS school. The strike has affected the motivation of lecturers in my department (this is clearly seen in the manner they do their jobs). There is this laissez-faire attitude to imparting knowledge to students, and this in turn has been discouraging and disorganizing for me. The education system in public schools is broken, and the strikes further exacerbate this.","The disorientation in the sense that the management especially of accounting department do not ensure that students' academic needs are catered for. Timetables are scattered, learning facilities are not being properly taken care of, lecturers cancel classes at will, materials are not regularly released on time, even the syllabus for certain courses are not communicated to students until towards exam depriving them of the opportunity to read ahead. I have come to realize that the academic atmosphere in this school especially in the Accounting department is very discouraging.",Worked in a role unrelated to my studies,"Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Moderately,Moderately,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",7,14,3.7,2.9,-0.8000000000000003
university of lagos,200 Level,20,Female,Single,Management Science,Industrial relations & personnel management,,,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Moderately,Moderately,Fewer lecturers attended classes,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",6,22,4.03,4.33,0.2999999999999998
university of lagos,200 Level,30,Male,Single,Management Sciences,Accounting,"It has really affect my service year,enlogated my year in school,adjusted tuition fees and many more","It affected my grades,but all thanks to God.",Worked in a role relevant to my studies,Acquired skills relevant to course of study,Moderately,Moderately,Fewer lecturers attended classes,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",7,18,4.56,4.56,0.0
